,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
317069,4bVmWcgCLqc,27.0,37.0,/m/09x0r,False,True
787229,GpHDhLEi2rI,30.0,40.0,/m/09x0r,False,True
88637,0R72MEoI1Bg,30.0,40.0,/m/09x0r,False,True
1966185,wqLfmkF20bw,30.0,40.0,/m/09x0r,False,True
414879,6m3ye8-HJR4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
942362,Lk-sK3vC4ns,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
808719,HUTuDPk4Dg8,550.0,560.0,"/m/04rlf,/m/09x0r,/t/dd00128",False,True
1620713,infmhxCGRvg,30.0,40.0,/m/09x0r,False,True
673938,DOt_FGFPWBM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
550964,A9tPYtK36nA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
385151,64dDvD0Q804,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1747708,nqS3NS8mMkU,24.0,34.0,/m/09x0r,False,True
1056434,PTAf2lDB0B8,30.0,40.0,"/m/015p6,/m/07r_25d,/m/09x0r",False,True
274593,3lIPTEqgi30,30.0,40.0,"/m/05zppz,/m/09x0r",False,True
1493444,dwrbQx50Xy0,30.0,40.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j",False,True
745812,FY_v5BvyEOg,30.0,40.0,/m/09x0r,False,True
1029243,OZQmrHeJu4A,30.0,40.0,/m/09x0r,False,True
1992820,xxRqYOnIe5U,30.0,40.0,"/m/07r_k2n,/m/09x0r",False,True
120357,0ymzt5g8_Wo,30.0,40.0,/m/09x0r,False,True
327273,4pJJMO0ecKU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
113989,0ro9yVW5EJg,30.0,40.0,/m/09x0r,False,True
38599,-bFC0mXwPcE,30.0,40.0,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r",False,True
1735556,nM5kHk6eqo8,110.0,120.0,/m/09x0r,False,True
1165939,T9xOOqyN0YM,0.0,10.0,"/m/07r04,/m/07yv9,/m/09x0r",False,True
1926213,vBkCkqpT3mc,30.0,40.0,/m/09x0r,False,True
192548,2FAB-TvLizY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
323443,4k6bp9-TZgA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1389534,a5AyoBV3gC8,0.0,3.0,/m/09x0r,False,True
1691013,l_kof0DUCxg,30.0,40.0,/m/09x0r,False,True
1702647,m22v6qA_WME,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1524494,f5Zw7-3WGKQ,30.0,40.0,/m/09x0r,False,True
331009,4uNAUrtHbcM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
198613,2M5o9dcomsk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1631035,jCsosn_LTbo,460.0,470.0,"/m/09x0r,/t/dd00125",False,True
926187,LDbL3yFA0lk,30.0,40.0,/m/09x0r,False,True
13989,-D8Kx3_jENs,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1994414,y0isYDxK2jE,30.0,40.0,/m/09x0r,False,True
1987995,xkeqk--N0BU,30.0,40.0,"/m/01m4t,/m/09x0r",False,True
991228,NKBlx2sl-Ug,30.0,40.0,/m/09x0r,False,True
1222316,V8f4Cias21o,30.0,40.0,/m/09x0r,False,True
1512358,edkAHXtyPAk,30.0,40.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk",False,True
39323,-bzoa93_3Dk,30.0,40.0,/m/09x0r,False,True
916126,KtheHcN3BPI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1430288,ba8sZHHllCw,0.0,10.0,"/m/09x0r,/t/dd00125",False,True
656221,Ct2HehEr3Ho,0.0,10.0,/m/09x0r,False,True
1411819,aucGwyCv2WY,30.0,40.0,"/m/07r04,/m/07yv9,/m/09x0r",False,True
1487400,diW44k9HOSQ,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1002382,Ng9BdmIiQ28,27.0,37.0,"/m/07yv9,/m/09x0r",False,True
729231,F1ksxEfXJas,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
286888,4-TUr6VLrZM,30.0,40.0,/m/09x0r,False,True
871518,JSDT_tGnQSU,30.0,40.0,/m/09x0r,False,True
1066158,PmxjT2TSoHA,480.0,490.0,"/m/05zppz,/m/09x0r",False,True
1681951,lDmhTlMHs_E,130.0,140.0,/m/09x0r,False,True
117865,0w6EC8o8Hlg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1992639,xwyJdYORBVo,230.0,240.0,"/m/09x0r,/m/0ytgt,/t/dd00125",False,True
420155,6u2Iv6rsr20,30.0,40.0,/m/09x0r,False,True
1713606,mTxcO7DWV0E,30.0,40.0,/m/09x0r,False,True
1317967,YWBTdLc-A0M,30.0,40.0,/m/09x0r,False,True
1509759,eYYS8cBmpwI,30.0,40.0,/m/09x0r,False,True
423067,6yRy2tlACwo,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0l14gg",False,True
1285032,XLJ10_uudh4,30.0,40.0,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0ltv",False,True
1780100,pARG722qPLo,340.0,350.0,"/m/0130jx,/m/02jz0l,/m/09x0r,/t/dd00125",False,True
1205227,UYGdgZOn2jA,0.0,10.0,"/m/02lkt,/m/04rlf,/m/07lnk,/m/09x0r",False,True
965803,MVLRjxe_iUw,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
184984,26ILvQhkRxM,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1804800,qAno2fXP4dU,30.0,40.0,/m/09x0r,False,True
14724,-DuKO1gg0Oo,30.0,40.0,"/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/09x0r",False,True
193371,2G6VC8P-VSw,19.0,29.0,/m/09x0r,False,True
1877389,tA6txcxmoLY,30.0,40.0,"/m/028v0c,/m/09x0r",False,True
496226,8lXO2qHs5jM,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0m0jc",False,True
1527243,fBuIh8EhXbI,30.0,40.0,/m/09x0r,False,True
1494250,dyqUDSriXvs,420.0,430.0,/m/09x0r,False,True
1099596,Qv45zQwn7_4,370.0,380.0,/m/09x0r,False,True
40674,-dOCPYmf-84,30.0,40.0,/m/09x0r,False,True
1848358,ryuy0Mo_ddM,70.0,80.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
1372926,_U4VJ_cJraQ,12.0,22.0,/m/09x0r,False,True
391654,6DqguHup-8I,30.0,40.0,/m/09x0r,False,True
1817897,qi2EThhrYTE,10.0,20.0,"/m/015lz1,/m/05zppz",False,True
1546569,fvUW6DjsVxE,290.0,300.0,"/m/04rlf,/m/09x0r",False,True
141432,1L0bF70Jq3Q,0.0,6.0,"/m/09x0r,/t/dd00038",False,True
502640,8vw760Ch6fU,30.0,40.0,/m/09x0r,False,True
1242296,Vqd-bskvbgw,80.0,90.0,/m/09x0r,False,True
1560087,gRXbx4DIJk8,200.0,210.0,"/m/07qc9xj,/m/09x0r,/t/dd00125",False,True
33993,-X_kkBq6o_k,30.0,40.0,/m/09x0r,False,True
702063,EDkm4-3ggSI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2004786,ySDD_e_-E-M,30.0,40.0,/m/09x0r,False,True
1242284,Vqbrbz4-N9M,1.0,11.0,"/m/04rlf,/m/09x0r",False,True
702147,EDv8QFRkL_Y,30.0,40.0,"/m/02qldy,/m/02zsn,/m/09x0r",False,True
465794,8-crKjcJXuw,0.0,2.0,/m/09x0r,False,True
1893428,tpSRSyUXgwk,30.0,40.0,/m/09x0r,False,True
200904,2Op8qDIMHeg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
58876,-wbstEZqhLk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
210736,2_AfInWnb9g,30.0,40.0,/m/09x0r,False,True
888409,K--KFfjRjo4,30.0,40.0,/m/09x0r,False,True
1745938,nlsKChnHTMI,30.0,40.0,/m/09x0r,False,True
435253,7G7b5QT5QNM,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
961060,MLX6fAOl4T4,0.0,10.0,"/m/09x0r,/t/dd00125",False,True
1612483,iU64nYV62ak,0.0,4.0,"/m/07rjzl8,/m/09x0r",False,True
1712125,mQKs75k3YWE,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1355430,ZqSS0e23T4k,0.0,9.0,/m/09x0r,False,True
1041312,Oy5w8ka8mdA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1519815,evn7MgjuTss,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
277524,3owLk-uw8fc,30.0,40.0,/m/09x0r,False,True
748242,FcQx4kXOOBY,30.0,40.0,"/m/09x0r,/t/dd00129",False,True
598633,BJ6QkcClxAU,30.0,40.0,/m/09x0r,False,True
519939,9NACy1OowdA,220.0,230.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
1290756,XYZoYyWBeS8,3.0,13.0,/m/09x0r,False,True
1270413,WpbKCwTyj_o,30.0,40.0,/m/09x0r,False,True
658850,Cxp3ItN7LHI,280.0,290.0,/m/09x0r,False,True
269151,3eg6HGnDviE,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
437229,7J7407vvxko,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00129",False,True
1306510,Y6JHbiZ4QAM,30.0,40.0,"/m/01jnbd,/m/04rlf,/m/09x0r",False,True
4014,-33GypX6tv8,30.0,40.0,/m/09x0r,False,True
312268,4WATsjm0eTA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1819323,qls20ll9eoE,190.0,200.0,"/m/09x0r,/t/dd00127",False,True
1416159,b3eoYHcf-ho,40.0,50.0,"/m/04rlf,/m/09x0r,/t/dd00129",False,True
1149239,Sae3qteJ9xw,30.0,40.0,/m/09x0r,False,True
724819,EuJPQeoZodA,240.0,250.0,"/m/04rlf,/m/09x0r",False,True
1067152,Pp6q8OYuDKg,30.0,40.0,/m/09x0r,False,True
43820,-gkytGrKaLY,30.0,40.0,/m/09x0r,False,True
961244,MLsIuZg5WQU,60.0,70.0,"/m/01j3sz,/m/09x0r",False,True
454191,7iCFRNA0FVU,30.0,40.0,/m/09x0r,False,True
1394144,aFk6Cqgt91Y,30.0,40.0,/m/09x0r,False,True
483697,8SEj0n6Pt3I,30.0,40.0,/m/09x0r,False,True
1744366,nhlbcjl6yRE,30.0,40.0,/m/09x0r,False,True
463058,7wEPESTMW_4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1449462,cJClQjmMT84,30.0,40.0,"/m/09x0r,/t/dd00067",False,True
393071,6G3iVzg_zQE,30.0,40.0,/m/09x0r,False,True
600346,BLxRYqhv9I4,30.0,40.0,/m/09x0r,False,True
1500206,eCAquBGS-y4,450.0,460.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
1978723,xMk48LD3-yg,60.0,70.0,/m/09x0r,False,True
1686987,lQZmhRNtC7M,440.0,450.0,/m/09x0r,False,True
1552458,g8aXYr8Buy0,30.0,40.0,/m/09x0r,False,True
1842306,riazMzCcaro,530.0,540.0,"/m/028v0c,/m/09x0r",False,True
505954,90L-FC_3gkI,29.0,39.0,/m/09x0r,False,True
461953,7uUKd2y8rjM,30.0,40.0,/m/09x0r,False,True
746350,FZ_gASQ-Zck,490.0,500.0,/m/09x0r,False,True
165456,1l2X0iepUZM,17.0,27.0,"/m/04rlf,/m/09x0r",False,True
414940,6m9C3hZ0YTI,30.0,40.0,/m/09x0r,False,True
381683,6-hy-jmnXs4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1595278,hoJajjcL-L4,30.0,40.0,/m/09x0r,False,True
914869,KqxkZ3VT5E0,30.0,40.0,/m/09x0r,False,True
530051,9d0PA07nZlI,30.0,40.0,/m/09x0r,False,True
1678293,l4V7Pb3YKi0,30.0,40.0,"/m/05tny_,/m/09x0r,/m/0bt9lr,/m/0jbk",False,True
715528,EcYp9zXMZug,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
1119951,Rb5oIHHSYRI,420.0,430.0,"/m/09x0r,/t/dd00125",False,True
700544,EAsY93pN0kI,30.0,40.0,/m/09x0r,False,True
1784079,pKo1P2LArHI,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
1018791,ODTNvYTixEg,10.0,20.0,"/m/09x0r,/m/0chx_,/m/0k4j,/m/0ltv",False,True
1506716,eRN5_p48nXk,30.0,40.0,"/m/0463cq4,/m/09x0r",False,True
893849,KAFYMX1D8ug,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1308989,YC186XaIoYg,24.0,34.0,"/m/04rlf,/m/09x0r",False,True
877657,JdkcXoQMFUM,30.0,40.0,/m/09x0r,False,True
1502426,eHV2xF247QM,80.0,90.0,/m/09x0r,False,True
845138,IcHFj0tUob0,450.0,460.0,/m/09x0r,False,True
782438,GfkeR_7HKf4,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128",False,True
226795,2rxdEd2uJJc,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
849736,IlDy-tkkJk4,21.0,31.0,/m/09x0r,False,True
1336138,Z9QQcWs84y4,60.0,70.0,/m/09x0r,False,True
740559,FOJ1AESBjNc,70.0,80.0,"/m/01d3sd,/m/09x0r",False,True
87015,0PROdSMLENY,0.0,10.0,"/m/09x0r,/t/dd00125",False,True
661391,D1ZU-7c0kOw,30.0,40.0,/m/09x0r,False,True
476233,8GIOOGwopKQ,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1121559,ReYdgdfrNso,410.0,420.0,"/m/09x0r,/t/dd00125",False,True
4915,-40RjmiXKJs,30.0,40.0,/m/09x0r,False,True
1150116,ScUl345vRrI,30.0,40.0,/m/09x0r,False,True
459383,7qHkFv-6LdQ,20.0,30.0,"/m/07cx4,/m/09x0r",False,True
1272967,WvJdfC0xwCE,30.0,40.0,/m/09x0r,False,True
332971,4x0BUCYzdEw,30.0,40.0,/m/09x0r,False,True
1284531,XKAwKPtNWvA,5.0,15.0,"/m/04rlf,/m/09x0r",False,True
1818924,qkn8XtwwDI0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
159672,1eLVelg992A,290.0,300.0,"/m/09x0r,/t/dd00129",False,True
242469,39HK77pvYoY,5.0,15.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j",False,True
1087472,QVT1bGJthOA,30.0,40.0,/m/09x0r,False,True
1690523,lZ_pQO-DbX0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
712907,EYT0vhGK8BA,30.0,40.0,/m/09x0r,False,True
340520,56BnaHxUsLw,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1043429,P1fLEdFygIY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1306401,Y63kI9DDrrk,340.0,350.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/m/09x0r",False,True
1259581,WSA_ToDzbB4,30.0,40.0,/m/09x0r,False,True
217338,2gthOGXl3Ss,30.0,40.0,/m/09x0r,False,True
1514745,ejWDA9PZF18,30.0,40.0,/m/09x0r,False,True
971199,MfPRbYoxwV4,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1227366,VK6Hv459lxA,12.0,22.0,"/m/04rlf,/m/09x0r",False,True
1708301,mGd-oJDpcQ4,110.0,120.0,/m/09x0r,False,True
953882,M6hch4pxVDs,30.0,40.0,/m/09x0r,False,True
1161666,T0bJHbyVg1M,70.0,80.0,/m/09x0r,False,True
1056213,PSftTUogn_0,30.0,40.0,/m/09x0r,False,True
1049795,PEt_kRlN31I,0.0,9.0,"/m/04rlf,/m/09x0r",False,True
1604781,iB6PJawQKMc,30.0,40.0,/m/09x0r,False,True
759520,FyOjGmOSKU4,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1771698,opWbjITQx5I,30.0,40.0,/m/09x0r,False,True
438098,7KPjc3wAtsM,80.0,90.0,"/m/07rkbfh,/m/09x0r",False,True
626633,C2bHSXiD8Oo,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
747578,Fb7DDH7kV1Q,30.0,40.0,/m/09x0r,False,True
860408,J5qwXJimM8c,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv",False,True
1013051,O1YT9VlBzcI,30.0,40.0,/m/09x0r,False,True
129557,17qu0-kJNTI,30.0,40.0,/m/09x0r,False,True
1479516,dR0G-FvlXvQ,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
749342,FeZyUUlLWp4,70.0,80.0,"/m/09x0r,/t/dd00125",False,True
723565,ErrE1OxTYXI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1777318,p3EDmVbnvzI,60.0,70.0,"/m/07rkbfh,/m/09x0r,/t/dd00126,/t/dd00127",False,True
51248,-oe_Y_V-ncI,30.0,40.0,/m/09x0r,False,True
394658,6IPzaVW4V_g,30.0,40.0,/m/09x0r,False,True
148516,1Sr5QFzGLzQ,30.0,40.0,/m/09x0r,False,True
634532,CGanhXZdBlQ,24.0,34.0,"/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066",False,True
1676280,l-_Tc5QsAuA,180.0,190.0,"/m/04brg2,/m/09x0r",False,True
185571,26z9FvMuxPo,30.0,40.0,/m/09x0r,False,True
359654,5WJlEDbicWs,30.0,40.0,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r",False,True
614450,BiCmQFyFboc,30.0,40.0,"/m/068hy,/m/09x0r",False,True
1343226,ZPVX11tjn7Y,270.0,280.0,"/m/0164x2,/m/04rlf,/m/09x0r",False,True
1417306,b6LnzR5uPZs,30.0,40.0,/m/09x0r,False,True
507776,93Ei16SFmtQ,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
13309,-CTXZ5lsnjA,120.0,130.0,"/m/09x0r,/t/dd00125",False,True
1429870,b_AJvDsaMcY,430.0,440.0,"/m/03qtwd,/m/04gy_2",False,True
12844,-C19tsY39rg,30.0,40.0,/m/09x0r,False,True
954458,M7v4OwYZ3nA,2.0,12.0,/m/09x0r,False,True
408600,6ccXquBKyPk,30.0,40.0,/m/09x0r,False,True
1161401,T00-x-1rdqs,500.0,510.0,/m/09x0r,False,True
1543561,foPSE91Wxis,60.0,70.0,"/m/04rlf,/m/09x0r",False,True
1070558,PwLCcAbG1RA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
426789,730PUc9QPW0,30.0,40.0,/m/09x0r,False,True
741329,FPnva3asE20,30.0,40.0,/m/09x0r,False,True
36709,-_Iv69tN22k,30.0,40.0,/m/09x0r,False,True
173894,1ujRK3XM64s,30.0,40.0,"/m/06bz3,/m/09x0r",False,True
1772816,osZam7zfVlU,100.0,110.0,"/m/09x0r,/t/dd00112",False,True
22026,-LKvu9q54f0,0.0,10.0,"/m/01yrx,/m/05tny_,/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk",False,True
1481306,dV7-VS5Fn3A,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
581626,AsTnnhj-_jU,200.0,210.0,/m/09x0r,False,True
294075,48UFZ01N2AI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1888681,td0sqnP838Y,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1587409,hVRneGTYboo,7.0,17.0,"/m/04rlf,/m/09x0r",False,True
1540289,fgZHhPAEK30,30.0,40.0,/m/09x0r,False,True
10191,-9PhWR5yhaM,30.0,40.0,/m/09x0r,False,True
1478921,dPbJDP6n2QY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1343268,ZPamRC3MK1g,140.0,150.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
364464,5cAXHa8av_s,30.0,40.0,/m/09x0r,False,True
99954,0cMxsoHwuWY,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1721567,mn5k0DZC5GQ,140.0,150.0,"/m/014yck,/m/02l6bg,/m/07yv9,/m/09x0r,/m/0cmf2",False,True
1236645,VdsKzmygkwg,280.0,290.0,"/m/04rlf,/m/09x0r",False,True
2028535,zRbGWOEvUDk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1207231,UbwePtZiSE8,370.0,380.0,"/m/015p6,/m/09x0r",False,True
750065,Fg0JtqgNmco,30.0,40.0,/m/09x0r,False,True
1460969,ck2ysBkivKk,100.0,110.0,"/m/07yv9,/m/09x0r,/m/0k4j",False,True
1004079,NjoyTjTwHpc,30.0,40.0,/m/09x0r,False,True
718824,Ej0v2XOFrgg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1693322,lfkNjy62Er4,30.0,40.0,/m/09x0r,False,True
227210,2sRqPvZ_vuc,30.0,40.0,/m/09x0r,False,True
1674802,kwrn2zoKnFs,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2005143,yTAY6uLAwcI,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0l14md",False,True
1867035,sk5y5ByDgnY,30.0,40.0,/m/09x0r,False,True
36593,-_BoUKDs9Uc,6.0,16.0,/m/09x0r,False,True
800490,HEO0pdLG7uE,7.0,17.0,"/m/030rvx,/m/07qjznl,/m/07qjznt,/m/09x0r",False,True
552160,ABSGrUeduVI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
54653,-sEm21tBn-g,30.0,40.0,/m/09x0r,False,True
319939,4fKib501jkE,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1805672,qD5bM_GisCU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1349721,ZdTV0rNrnZ0,30.0,40.0,/m/09x0r,False,True
1640138,j_C8tgjDEGU,240.0,250.0,"/m/01yg9g,/m/02mk9,/m/09x0r,/m/0_ksk",False,True
1190156,U0GpzoAY1YE,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
1868878,sokw6O9cK6w,580.0,590.0,"/m/09x0r,/t/dd00128",False,True
1611751,iSMZbwNSfqQ,0.0,10.0,/m/09x0r,False,True
739672,FMTCFn6Wa-w,30.0,40.0,/m/09x0r,False,True
1394333,aGEjTYJ60mY,30.0,40.0,/m/09x0r,False,True
1250300,W7Mv4mkzBCw,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
413068,6jPs2pimc3I,50.0,60.0,"/m/04rlf,/m/09x0r,/t/dd00035",False,True
1180915,TgSSVrkEjII,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1160556,Sz5zhzVZCsI,30.0,40.0,"/m/04rlf,/m/07yv9,/m/09x0r",False,True
1617953,igyDikZajuA,30.0,40.0,/m/09x0r,False,True
1452074,cPdcHmH5zzg,130.0,140.0,"/m/032s66,/m/09x0r",False,True
696358,E2ud_Co7PtE,80.0,90.0,"/m/09x0r,/t/dd00112",False,True
317314,4bnqAuBlRwA,60.0,70.0,"/m/0342h,/m/04rlf,/m/05rwpb,/m/09x0r",False,True
1575932,h2imv5YCqCw,470.0,480.0,"/m/09x0r,/t/dd00125",False,True
1418826,b9yqxyE7grw,150.0,160.0,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y",False,True
198663,2M9OVJls6fo,30.0,40.0,"/m/07r04,/m/07yv9,/m/09x0r",False,True
802409,HI4AyYJ53vU,30.0,40.0,/m/09x0r,False,True
1799480,py9K-dhnYKM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
718726,EioarjNiol8,50.0,60.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/m/09x0r",False,True
647248,CcdYUFPC5UE,30.0,40.0,"/m/02qldy,/m/02zsn,/m/04rlf,/m/09x0r",False,True
1875166,t4FSpjc64Ic,80.0,90.0,"/m/01z5f,/m/09x0r",False,True
1895227,tuEk8vhEgck,30.0,40.0,/m/09x0r,False,True
846250,IeNzgUEzHtY,30.0,40.0,/m/09x0r,False,True
538620,9rDV8zusgLY,30.0,40.0,/m/09x0r,False,True
1328554,Yt7oBYT_k8s,11.0,21.0,/m/09x0r,False,True
1133208,S2gu8e2r55Q,30.0,40.0,/m/09x0r,False,True
1794491,pksO0iDWBZg,30.0,40.0,"/m/09x0r,/t/dd00125",False,True
834346,IHgv3uEIbv0,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv",False,True
1802358,q4Z5z8G9Ck0,30.0,40.0,"/m/03qtwd,/m/09x0r,/t/dd00128",False,True
1900187,u6HvGmJUv9s,20.0,30.0,"/m/09x0r,/t/dd00129",False,True
121853,1-QWOHLvX2I,30.0,40.0,/m/09x0r,False,True
4324,-3R472tj_34,30.0,40.0,"/m/04rlf,/m/07rkbfh,/m/09x0r",False,True
727789,F-7KO_x7pgw,30.0,40.0,/m/09x0r,False,True
451256,7dfIwKXwexs,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
949495,LykkZUUVwnM,380.0,390.0,"/m/09x0r,/t/dd00125",False,True
1689,-0iuqFn-aG4,30.0,40.0,/m/09x0r,False,True
1870406,sstuwY-kjxc,30.0,40.0,/m/09x0r,False,True
1252373,WBzdmXU4klU,30.0,40.0,"/m/04rlf,/m/07sbbz2,/m/09x0r",False,True
1318660,YXiyc4-E7kQ,140.0,150.0,/m/09x0r,False,True
1602318,i4sqooNTe_o,340.0,350.0,/m/09x0r,False,True
755118,Fpu0MiCwa70,30.0,40.0,/m/09x0r,False,True
1471723,d8YBHs4Dmpo,20.0,30.0,"/m/04rlf,/m/09x0r,/t/dd00128",False,True
543918,9zrwqk1fMfU,430.0,440.0,"/m/07c52,/m/09x0r",False,True
904826,KXAfT4tcPEI,30.0,40.0,/m/09x0r,False,True
1664781,kYWIYNBA7Ow,30.0,40.0,/m/09x0r,False,True
589304,B3oensdNFFY,20.0,30.0,"/m/04rlf,/m/09x0r",False,True
682327,DdXni_FNECE,29.0,39.0,"/m/068hy,/m/07qz6j3,/m/09x0r,/m/0jbk",False,True
312604,4Wbfadrwg2U,260.0,270.0,"/m/04rlf,/m/09x0r",False,True
1875857,t63BLlJRTuk,190.0,200.0,/m/02qldy,False,True
1200400,UNd1VwaLInQ,30.0,40.0,/m/09x0r,False,True
2024243,zG5QoFpygH8,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1096848,Qozm9XnwC88,30.0,40.0,/m/09x0r,False,True
1877605,tAeNM8DN2BY,450.0,460.0,"/m/025wky1,/m/09x0r",False,True
1936893,vd3wYLtz9IM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
1756927,oDMic-SPmMA,250.0,260.0,"/m/07rkbfh,/m/09x0r",False,True
985950,N94kERIx5ps,30.0,40.0,/m/09x0r,False,True
1332137,Z0AweOw2Do8,21.0,31.0,/m/09x0r,False,True
1897529,u-L6sVDZ57c,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1320766,YbP2ib_e-7Y,21.0,31.0,"/m/02dgv,/m/07rjzl8,/m/07yv9,/m/09x0r,/m/0k4j",False,True
1469256,d2ochnsMkIA,30.0,40.0,/m/09x0r,False,True
1292866,XcJ5pKM24Ro,20.0,30.0,"/m/025td0t,/m/04rlf,/m/05pd6,/m/09x0r",False,True
201728,2PiWg79OBeA,0.0,10.0,"/m/09ct_,/m/09x0r",False,True
133839,1CWEQfGGdU8,30.0,40.0,/m/09x0r,False,True
330963,4uJ2IWbh0iU,21.0,31.0,"/m/04rlf,/m/09x0r",False,True
147109,1RGx9I-JuA4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1583486,hLlkuNjonDk,200.0,210.0,"/m/06bz3,/m/09x0r",False,True
1586193,hSKNaFKEVyg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1877868,tBHv0mqNJ5Y,21.0,31.0,/m/09x0r,False,True
1791878,peDyokbNvlQ,2.0,12.0,/m/09x0r,False,True
1351566,ZhVW7Ofnv4w,30.0,40.0,/m/09x0r,False,True
